station,x,y,tokyo
かぶと山,-445332,-32491,439262
須磨寺,-432591,-140066,439329
紀伊小倉,-418877,-185170,439358
石鳥谷,112988,388245,439420
本黒田,-441447,-94348,439434
釜石,175975,365249,439466
甘露寺前,-417754,-188900,439598
山陽須磨,-432964,-140321,439753
須磨,-432940,-140468,439764
鳥取ノ荘,-423476,-173289,439795
名谷,-434424,-136280,440220
桂根,20001,404835,440345
日本へそ公園,-441564,-100007,440353
黒田庄,-441920,-97687,440368
串本,-376688,-272676,440419
上夜久野,-445726,-61973,440494
西山口,-418735,-189272,440647
比延,-441812,-101473,440818
須磨浦公園,-434104,-140895,440997
大池遊園,-419278,-189796,441339
久美浜,-447608,-32877,441537
布施屋,-421261,-185276,441635
和田,33076,405253,441728
総合運動公園,-436160,-135932,441830
箱作,-425295,-174315,441846
紀伊,-422557,-182458,441904
四ツ小屋,26733,406455,442410
塩屋,-435673,-141288,442614
新西脇,-443530,-102598,442688
山陽塩屋,-435795,-141297,442735
押部谷,-439070,-127453,442811
紀伊有田,-380839,-270796,442913
羽後太田,63606,402827,443078
千旦,-422751,-185521,443119
山東,-421407,-189574,443255
神代,68181,402352,443352
学園都市,-437798,-135880,443413
両石,177297,369145,443561
大張野,37822,406684,443599
西脇市,-444355,-103254,443603
滝の茶屋,-436645,-141521,443614
広野ゴルフ場前,-440468,-125888,443853
伊太祁曽,-422379,-189714,444215
田並,-382445,-271050,444408
田井ノ瀬,-424245,-185406,444485
東垂水,-437511,-141687,444495
伊川谷,-439239,-135099,444639
日詰,114085,393561,444835
志染,-441835,-124437,444896
淡輪,-428475,-175276,445167
恵比須,-442579,-122701,445279
西神南,-440205,-133764,445282
梁瀬,-450429,-63921,445312
垂水,-438406,-141677,445361
山陽垂水,-438416,-141649,445364
鵜住居,177148,371211,445381
六十谷,-426175,-183029,445505
滝野,-445802,-106595,445560
吉礼,-423840,-189737,445593
西明寺,62620,405690,445752
西神中央,-441291,-131421,445826
羽後牛島,24285,410214,445986
三木上の丸,-443462,-122413,446088
岡崎前,-424840,-189675,446509
紫波中央,114004,395352,446537
三木,-444102,-122402,446714
舞子,-440186,-141129,446958
舞子公園,-440215,-141019,446961
みさき公園,-430137,-176020,446978
交通センター前,-425459,-189601,447063
コウノトリの郷,-453294,-38097,447232
西舞子,-440717,-140497,447324
大村,-444999,-121372,447392
田子,-386305,-270649,447470
日前宮,-426868,-187029,447504
和田山,-453042,-61656,447777
神前,-426637,-188533,447801
紀伊中ノ島,-427861,-185155,447805
社町,-447774,-108808,447866
竈山,-426469,-189183,447867
朝霧,-441665,-139835,448090
和歌山,-427759,-186333,448106
田中口,-427687,-186903,448231
深日町,-431360,-176601,448322
秋田,25391,412598,448440
和深,-388360,-269360,448542
紀和,-428679,-185218,448597
大蔵谷,-442486,-139534,448817
城崎温泉,-454890,-30112,448839
深日港,-431990,-176665,448940
大槌,178385,374572,448953
青野ヶ原,-448505,-111330,449011
樫山,-446924,-119961,449011
宮前,-428128,-188420,449163
孝子,-431227,-179679,449180
古館,113507,398243,449190
黒江,-426390,-193229,449205
人丸前,-443013,-139402,449299
多奈川,-432367,-176725,449317
刺巻,73666,407498,449367
市場,-447383,-119512,449377
紀ノ川,-430039,-183712,449377
八津,61713,409523,449402
海南,-426069,-195062,449554
和歌山市,-430040,-185751,450057
和歌山大学前,-431674,-181248,450111
山陽明石,-443892,-139220,450112
明石,-443915,-139187,450127
河合西,-449393,-113325,450229
玄武洞,-456374,-33957,450300
紀三井寺,-428380,-191267,450382
葉多,-449499,-116534,450905
養父,-456467,-58227,451005
西新町,-445003,-139080,451160
小野町,-449723,-118365,451461
吉里吉里,181412,376062,451561
粟生,-450408,-115684,451646
東松江,-432361,-184400,451795
冷水浦,-428067,-196371,451888
江住,-393126,-268240,452031
青倉,-457072,-69725,452352
矢幅,112895,401781,452440
西明石,-446801,-137047,452446
中松江,-433110,-184259,452455
林崎松江海岸,-446432,-138710,452465
和歌山港,-432023,-187810,452618
土崎,20574,417202,452724
浪板海岸,181072,377613,452832
八鹿,-458985,-53230,453288
江原,-459201,-47085,453294
田沢湖,76225,411057,453327
厄神,-451012,-122648,453539
藤江,-447977,-137398,453670
見老津,-395672,-267455,453810
竹野,-459912,-26953,453904
羽後長戸呂,62757,413968,453954
西ノ庄,-435118,-183417,454075
網引,-453265,-115022,454340
中八木,-448986,-136524,454456
二里ヶ浜,-435719,-183159,454559
上飯島,20139,419469,454962
赤渕,92116,409531,454990
磯ノ浦,-436583,-182789,455255
田原,-454275,-114588,455258
加茂郷,-431199,-198012,455401
藤並,-428155,-205748,455408
紀伊新庄,-410805,-243975,455617
江井ヶ島,-450431,-135538,455646
朝来,-409506,-246726,455737
法華口,-455180,-113453,455951
生野,-459714,-81152,456007
松葉,64876,415808,456097
神野,-453569,-122914,456099
魚住,-451604,-133542,456353
紀伊田辺,-412472,-242499,456425
西江井ヶ島,-451473,-134740,456487
春木場,95253,410492,456614
紀伊宮原,-430563,-203382,456762
岩手飯岡,112699,406325,456774
雫石,97906,410062,456792
北条町,-457095,-107360,456830
山陽魚住,-452017,-134318,456926
播磨下里,-456597,-112157,457126
土山,-453041,-130812,457175
下津,-432646,-199844,457410
東二見,-453242,-133037,457844
播磨横田,-457825,-109406,457879
芳養,-415039,-240871,457977
湯浅,-429853,-208507,458022
周参見,-402952,-263675,458175
長,-457867,-110965,458178
東加古川,-454712,-127905,458209
日岡,-455637,-124185,458375
西二見,-454209,-132217,458614
紀伊日置,-406278,-259305,458905
岩手船越,184300,382997,459069
播磨町,-454977,-131122,459133
羽後中里,65916,418816,459231
白浜,-412403,-248883,459305
南部,-417815,-238491,459397
小岩井,102155,412398,460047
織笠,183001,384732,460114
紀伊富田,-411958,-251544,460159
加古川,-457283,-125336,460215
箕島,-434766,-202283,460270
別府,-456501,-129536,460294
佐津,-466297,-26261,460300
広川ビーチ,-431471,-210589,460311
初島,-435475,-200701,460357
仙北町,112829,410096,460450
大釜,106209,412652,461264
新野,-463690,-93541,461378
陸中山田,182258,386532,461451
浜の宮,-457975,-128283,461481
盛岡,111745,411580,461606
区界,130281,406379,461710
鶴居,-463641,-96499,461716
椿,-411194,-256313,461755
寺前,-464457,-91807,461921
出戸浜,16367,426687,461969
甘地,-463496,-100465,462119
宝殿,-459729,-123303,462218
柴山,-468319,-26882,462310
和佐,-428058,-223618,462327
岩代,-421906,-236879,462360
左通,64463,422220,462370
松草,137695,404744,462400
尾上の松,-459128,-127362,462425
稲原,-426171,-228640,462687
上盛岡,112726,412736,462975
平津戸,144059,403474,463216
福崎,-464336,-103440,463383
高砂,-460809,-126901,463980
山岸,114729,413278,464016
上桧木内,64141,424007,464087
道成寺,-430868,-221930,464210
上二田,14607,429409,464606
切目,-425397,-234902,464647
溝口,-465315,-107080,464903
伊保,-462129,-125151,464930
印南,-427253,-232391,465251
紀伊由良,-434977,-215307,465363
陸中川井,158734,400870,465742
御坊,-432467,-222237,465797
香呂,-466002,-108889,465866
二田,13171,430788,465923
男鹿,1309,431135,465931
山陽曽根,-463356,-124152,465941
厨川,111032,416332,466023
箱石,153907,402968,466026
紀伊内原,-433625,-220170,466030
香住,-472074,-27910,466049
学門,-432717,-223504,466537
紀伊御坊,-432902,-223707,466788
ひめじ別所,-465038,-120720,466948
仁豊野,-466869,-111777,467190
大塩,-464765,-123650,467228
西御坊,-433111,-224588,467337
豊間根,179788,394322,467586
上米内,117456,416408,467752
天王,11157,432710,467765
砥堀,-467267,-113829,467925
羽立,2452,433343,468158
御着,-466590,-119367,468226
羽後飯塚,20526,432752,468245
船越,9692,433373,468376
戸沢,63990,428562,468567
的形,-466225,-123499,468633
腹帯,166097,401823,469285
野里,-468565,-114902,469386
脇本,5924,434538,469428
井川さくら,20745,434162,469666
東姫路,-468718,-118435,470153
八家,-467944,-122970,470221
鎧,-476332,-25880,470341
京口,-469227,-117254,470445
巣子,112670,420734,470696
白浜の宮,-469344,-122584,471524
姫路,-470618,-118077,471959
茂市,168796,403667,471994
餘部,-478014,-26125,472017
比立内,53001,433576,472024
山陽姫路,-470736,-117843,472034
滝沢,112716,422455,472373
妻鹿,-470565,-121939,472605
津軽石,180789,399596,472825
手柄,-471514,-118790,472968
奥阿仁,56011,434266,473094
岩野目,51063,435360,473557
八郎潟,20951,438178,473687
飾磨,-472173,-121007,474015
蟇目,172170,404708,474219
阿仁マタギ,58339,435231,474362
播磨高岡,-473465,-116232,474441
笑内,49551,436893,474899
花原市,174105,404876,475105
余部,-474844,-114571,475519
久谷,-481722,-28278,475691
西飾磨,-474375,-120522,476093
渋民,113058,426429,476306
英賀保,-474906,-119345,476405
千徳,178440,405179,477045
夢前川,-475494,-120980,477276
萱草,49473,439499,477478
広畑,-476572,-120981,478337
太市,-478063,-113539,478521
磯鶏,182649,405073,478592
鯉川,20852,443564,479059
宮古,181459,406099,479067
はりま勝原,-477697,-119557,479189
山口団地,180230,406781,479216
山陽天満,-477509,-121102,479280
荒瀬,48604,441880,479743
平松,-479041,-121650,480886
好摩,114657,430830,480967
浜坂,-487627,-28732,481589
網干,-480400,-118961,481744
阿仁合,48489,444105,481941
山陽網干,-480245,-122012,482135
東觜崎,-482450,-110682,482391
播磨新宮,-483333,-106870,482679
本竜野,-482811,-113438,483189
諸寄,-489301,-28753,483264
東大更,111920,433949,483311
大更,108364,435174,483646
一の渡,180933,411303,483657
鹿渡,21269,448928,484437
小渕,48463,447842,485651
佐羽根,180289,413986,485885
岩手川口,116778,435869,486377
千本,-487921,-104274,486838
居組,-493055,-29949,487004
竜野,-486087,-117411,487080
平館,106969,439237,487269
前田南,48559,449706,487514
北森,105842,439845,487599
松尾八幡平,103415,441228,488396
西栗栖,-490036,-103054,488759
若桜,-494252,-59055,488782
阿仁前田,49862,450933,488880
田老,182701,416344,488989
東浜,-495960,-30623,489902
森岳,20246,455428,490871
いわて沼宮内,118221,440483,491206
三日月,-493065,-99280,491248
安比高原,99370,445993,492159
丹比,-498003,-57120,492437
岩美,-498549,-33303,492476
桂瀬,49831,455366,493281
西相生,-492758,-119734,494049
徳丸,-499843,-56609,494252
大岩,-501045,-33978,494971
北金岡,19607,459714,495118
播磨徳久,-497572,-98409,495604
平福,-498510,-92425,495802
米内沢,46028,458339,495821
八東,-501585,-56601,495992
赤坂田,99883,449984,496167
御堂,119851,445369,496346
石井,-499569,-88106,496372
あわくら温泉,-500811,-76158,496467
摂待,182281,424958,496788
西粟倉,-501091,-79282,497016
福部,-503108,-36233,497036
上杉,44002,460322,497586
坂越,-496011,-123202,497859
佐用,-500145,-96794,497952
安部,-503784,-55263,498132
有年,-497625,-116367,498282
宮本武蔵,-501935,-85754,498478
合川,42319,461968,499057
小屋の畑,101270,453104,499512
隼,-505631,-53569,499911
久崎,-501548,-101507,499952
岩泉小本,181876,428646,500050
河野原円心,-501029,-106203,500087
山郷,-504932,-71004,500174
播州赤穂,-498313,-124423,500342
鳴門,-481862,-189623,500363
東郡家,-506337,-49028,500466
苔縄,-501054,-108699,500475
東能代,19787,465237,500642
恋山形,-505668,-68379,500724
津ノ井,-507156,-45415,501195
上郡,-501270,-112069,501197
湯瀬温泉,85828,458014,501248
兄畑,89469,457342,501269
撫養,-482612,-190254,501271
上月,-503390,-98866,501433
郡家,-507257,-50798,501440
因幡船岡,-507516,-52746,501764
八頭高校前,-507730,-51605,501939
大野台,43195,464817,501978
能代,17007,466883,502151
鶴形,24284,466619,502274
荒屋新町,103674,455499,502371
奥中山高原,119013,452219,502766
金比羅前,-484104,-190558,502784
八幡平,82746,460268,502911
鳥取,-508994,-41624,502966
横間,101777,456560,502996
教会前,-484834,-190760,503541
二ツ井,34245,467611,503964
小ヶ田,43917,466837,504059
河原,-509877,-52351,504110
富根,28881,468198,504148
天和,-502177,-125056,504256
向能代,17521,469018,504307
陸中大里,81790,461986,504434
前山,40773,467892,504807
国英,-510506,-55030,504839
田山,94648,460046,504932
智頭,-510487,-67079,505448
立道,-486673,-191283,505452
阿波中島,-478035,-216314,505684
土師,-510676,-70647,505877
鷹狩,-511658,-57068,506076
備前福河,-504000,-125219,506080
西鷹巣,44650,469030,506314
用瀬,-511905,-58300,506378
湖山,-512490,-39273,506435
美作土居,-509039,-97248,506834
島越,180077,436709,506868
阿南,-478378,-218758,506886
西原,-479825,-215439,507043
阿波大谷,-488304,-191647,507115
見能林,-478027,-220572,507221
鷹巣,45606,469852,507228
鷹ノ巣,45606,469852,507228
北能代,17049,472173,507437
因幡社,-512832,-61675,507472
鳥取大学前,-513587,-38692,507527
鹿角花輪,81049,465308,507578
那岐,-512242,-72702,507589
大滝温泉,68634,467544,507807
羽ノ浦,-481506,-214348,508227
池谷,-489352,-192158,508270
田野畑,179527,438757,508571
十二所,71060,468073,508692
阿波赤石,-483246,-211546,508875
扇田,62902,469661,509093
立江,-483035,-212833,509126
寒河,-507117,-125109,509127
阿波橘,-479559,-222113,509212
勝瑞,-489583,-194915,509349
鳥形,17311,474096,509370
南小松島,-484855,-208795,509438
吉成,-489403,-195988,509517
糠沢,47994,471927,509541
徳島,-487744,-200977,509550
三石,-508720,-118462,509571
小繋,121635,458585,509585
阿波富田,-487415,-202152,509623
板東,-491405,-191788,510108
美作江見,-512613,-95036,510115
土深井,74871,469015,510214
佐古,-488913,-200227,510412
二軒屋,-488282,-203117,510760
沢尻,73179,469870,510793
末恒,-517015,-37846,510949
日生,-509131,-126222,511307
末広,76928,469858,511376
文化の森,-488673,-204286,511516
地蔵橋,-488412,-206293,511938
沢目,17381,476832,512106
蔵本,-490789,-200273,512201
柴平,81244,470000,512235
早口,52229,474247,512313
阿波川端,-493573,-192388,512356
楢原,-515355,-94161,512735
東大館,61352,473742,512930
桑野,-483160,-223469,513060
鮎喰,-491911,-200433,513314
下川沿,56412,474836,513390
普代,175291,446255,514050
阿波大宮,-496639,-188903,514219
板野,-495326,-193069,514233
十和田南,79735,472782,514723
讃岐相生,-498684,-185095,515045
大館,61427,476176,515353
伊里,-513860,-125246,515788
小鳥谷,125580,463979,515801
吉永,-515263,-117288,515836
宝木,-521917,-38664,515857
東八森,16923,480834,516084
阿波福井,-484194,-229055,516098
林野,-518829,-94608,516237
引田,-500696,-183602,516537
美作河井,-521680,-73095,517030
白井海岸,174955,449573,517038
備前片上,-516358,-124359,518094
堀内,172879,451671,518283
浜村,-524830,-39018,518772
勝間田,-521683,-91999,518778
讃岐白鳥,-503866,-181287,518915
西片上,-517530,-124629,519295
由岐,-485710,-234331,519507
一戸,124629,468297,519737
知和,-524489,-74354,519925
田井ノ浜,-486442,-234648,520305
八森,15673,485182,520374
野田玉川,170192,455038,520528
三浦,-524723,-79974,520617
和気,-520084,-118688,520820
下浦,-499830,-201111,521032
滝ノ間,14344,486143,521280
西勝間田,-524313,-90999,521283
美作滝尾,-525452,-81997,521523
伊部,-519695,-125248,521534
美作加茂,-525996,-76850,521624
木岐,-487838,-235268,521832
十府ヶ浦海岸,169747,456592,521840
あきた白神,13134,486864,521954
牛島,-501988,-199990,522722
美作大崎,-526317,-90671,523240
陸中野田,169272,458719,523685
青谷,-529787,-37973,523722
岩館,11284,489049,524074
丹生,-509744,-179732,524124
陸中宇部,166407,460473,524388
麻植塚,-503930,-200059,524586
二戸,123532,473795,524789
熊山,-524148,-119979,525039
香登,-523514,-126222,525465
鶴羽,-512154,-176781,525635
北河内,-491153,-237702,525829
東津山,-529488,-88998,526218
鴨島,-505803,-200115,526381
日和佐,-491664,-239276,526909
讃岐津田,-514472,-175733,527587
斗米,123939,476659,527665
西麻植,-507632,-200144,528127
長船,-525689,-129287,528146
陣場,65727,488531,528171
万富,-526959,-122644,528249
津山,-532107,-89312,528856
邑久,-526573,-132677,529633
